1.0	var points-to (INS)	5964	@ ((((((((!SPL \/ PrevaylerSPL) /\ (!PrevaylerSPL \/ SPL)) /\ (!Replication \/ PrevaylerSPL)) /\ (!GZip \/ PrevaylerSPL)) /\ (!Censor \/ PrevaylerSPL)) /\ (!Monitor \/ PrevaylerSPL)) /\ (!Snapshot \/ PrevaylerSPL)) /\ SPL)
1.5	var points-to (SENS)	5964	@ ((((((((!SPL \/ PrevaylerSPL) /\ (!PrevaylerSPL \/ SPL)) /\ (!Replication \/ PrevaylerSPL)) /\ (!GZip \/ PrevaylerSPL)) /\ (!Censor \/ PrevaylerSPL)) /\ (!Monitor \/ PrevaylerSPL)) /\ (!Snapshot \/ PrevaylerSPL)) /\ SPL)
10.0	reachable variables (INS)	3259	@ ((((((((!SPL \/ PrevaylerSPL) /\ (!PrevaylerSPL \/ SPL)) /\ (!Replication \/ PrevaylerSPL)) /\ (!GZip \/ PrevaylerSPL)) /\ (!Censor \/ PrevaylerSPL)) /\ (!Monitor \/ PrevaylerSPL)) /\ (!Snapshot \/ PrevaylerSPL)) /\ SPL)
10.5	reachable variables (SENS)	3259	@ ((((((((!SPL \/ PrevaylerSPL) /\ (!PrevaylerSPL \/ SPL)) /\ (!Replication \/ PrevaylerSPL)) /\ (!GZip \/ PrevaylerSPL)) /\ (!Censor \/ PrevaylerSPL)) /\ (!Monitor \/ PrevaylerSPL)) /\ (!Snapshot \/ PrevaylerSPL)) /\ SPL)
2.0	array index points-to (INS)	2	@ ((((((((!SPL \/ PrevaylerSPL) /\ (!PrevaylerSPL \/ SPL)) /\ (!Replication \/ PrevaylerSPL)) /\ (!GZip \/ PrevaylerSPL)) /\ (!Censor \/ PrevaylerSPL)) /\ (!Monitor \/ PrevaylerSPL)) /\ (!Snapshot \/ PrevaylerSPL)) /\ SPL)
2.5	array index points-to (SENS)	2	@ ((((((((!SPL \/ PrevaylerSPL) /\ (!PrevaylerSPL \/ SPL)) /\ (!Replication \/ PrevaylerSPL)) /\ (!GZip \/ PrevaylerSPL)) /\ (!Censor \/ PrevaylerSPL)) /\ (!Monitor \/ PrevaylerSPL)) /\ (!Snapshot \/ PrevaylerSPL)) /\ SPL)
6.0	app array index points-to (INS)	1	@ ((((((((!SPL \/ PrevaylerSPL) /\ (!PrevaylerSPL \/ SPL)) /\ (!Replication \/ PrevaylerSPL)) /\ (!GZip \/ PrevaylerSPL)) /\ (!Censor \/ PrevaylerSPL)) /\ (!Monitor \/ PrevaylerSPL)) /\ (!Snapshot \/ PrevaylerSPL)) /\ SPL)
6.5	app array index points-to (SENS)	1	@ ((((((((!SPL \/ PrevaylerSPL) /\ (!PrevaylerSPL \/ SPL)) /\ (!Replication \/ PrevaylerSPL)) /\ (!GZip \/ PrevaylerSPL)) /\ (!Censor \/ PrevaylerSPL)) /\ (!Monitor \/ PrevaylerSPL)) /\ (!Snapshot \/ PrevaylerSPL)) /\ SPL)
3.0	instance field points-to (INS)	811	@ ((((((((!SPL \/ PrevaylerSPL) /\ (!PrevaylerSPL \/ SPL)) /\ (!Replication \/ PrevaylerSPL)) /\ (!GZip \/ PrevaylerSPL)) /\ (!Censor \/ PrevaylerSPL)) /\ (!Monitor \/ PrevaylerSPL)) /\ (!Snapshot \/ PrevaylerSPL)) /\ SPL)
3.5	instance field points-to (SENS)	811	@ ((((((((!SPL \/ PrevaylerSPL) /\ (!PrevaylerSPL \/ SPL)) /\ (!Replication \/ PrevaylerSPL)) /\ (!GZip \/ PrevaylerSPL)) /\ (!Censor \/ PrevaylerSPL)) /\ (!Monitor \/ PrevaylerSPL)) /\ (!Snapshot \/ PrevaylerSPL)) /\ SPL)
4.0	static field points-to (INS)	4	@ ((((((((!SPL \/ PrevaylerSPL) /\ (!PrevaylerSPL \/ SPL)) /\ (!Replication \/ PrevaylerSPL)) /\ (!GZip \/ PrevaylerSPL)) /\ (!Censor \/ PrevaylerSPL)) /\ (!Monitor \/ PrevaylerSPL)) /\ (!Snapshot \/ PrevaylerSPL)) /\ SPL)
4.5	static field points-to (SENS)	4	@ ((((((((!SPL \/ PrevaylerSPL) /\ (!PrevaylerSPL \/ SPL)) /\ (!Replication \/ PrevaylerSPL)) /\ (!GZip \/ PrevaylerSPL)) /\ (!Censor \/ PrevaylerSPL)) /\ (!Monitor \/ PrevaylerSPL)) /\ (!Snapshot \/ PrevaylerSPL)) /\ SPL)
7.0	app instance field points-to (INS)	559	@ ((((((((!SPL \/ PrevaylerSPL) /\ (!PrevaylerSPL \/ SPL)) /\ (!Replication \/ PrevaylerSPL)) /\ (!GZip \/ PrevaylerSPL)) /\ (!Censor \/ PrevaylerSPL)) /\ (!Monitor \/ PrevaylerSPL)) /\ (!Snapshot \/ PrevaylerSPL)) /\ SPL)
7.5	app instance field points-to (SENS)	559	@ ((((((((!SPL \/ PrevaylerSPL) /\ (!PrevaylerSPL \/ SPL)) /\ (!Replication \/ PrevaylerSPL)) /\ (!GZip \/ PrevaylerSPL)) /\ (!Censor \/ PrevaylerSPL)) /\ (!Monitor \/ PrevaylerSPL)) /\ (!Snapshot \/ PrevaylerSPL)) /\ SPL)
8.0	call graph edges (INS)	1422	@ ((((((((!SPL \/ PrevaylerSPL) /\ (!PrevaylerSPL \/ SPL)) /\ (!Replication \/ PrevaylerSPL)) /\ (!GZip \/ PrevaylerSPL)) /\ (!Censor \/ PrevaylerSPL)) /\ (!Monitor \/ PrevaylerSPL)) /\ (!Snapshot \/ PrevaylerSPL)) /\ SPL)
8.5	call graph edges (SENS)	1422	@ ((((((((!SPL \/ PrevaylerSPL) /\ (!PrevaylerSPL \/ SPL)) /\ (!Replication \/ PrevaylerSPL)) /\ (!GZip \/ PrevaylerSPL)) /\ (!Censor \/ PrevaylerSPL)) /\ (!Monitor \/ PrevaylerSPL)) /\ (!Snapshot \/ PrevaylerSPL)) /\ SPL)
9.0	non-reachable app concrete methods	48	@ ((((((((!SPL \/ PrevaylerSPL) /\ (!PrevaylerSPL \/ SPL)) /\ (!Replication \/ PrevaylerSPL)) /\ (!GZip \/ PrevaylerSPL)) /\ (!Censor \/ PrevaylerSPL)) /\ (!Monitor \/ PrevaylerSPL)) /\ (!Snapshot \/ PrevaylerSPL)) /\ SPL)
11.0	reachable methods (INS)	844	@ ((((((((!SPL \/ PrevaylerSPL) /\ (!PrevaylerSPL \/ SPL)) /\ (!Replication \/ PrevaylerSPL)) /\ (!GZip \/ PrevaylerSPL)) /\ (!Censor \/ PrevaylerSPL)) /\ (!Monitor \/ PrevaylerSPL)) /\ (!Snapshot \/ PrevaylerSPL)) /\ SPL)
11.5	reachable methods (SENS)	844	@ ((((((((!SPL \/ PrevaylerSPL) /\ (!PrevaylerSPL \/ SPL)) /\ (!Replication \/ PrevaylerSPL)) /\ (!GZip \/ PrevaylerSPL)) /\ (!Censor \/ PrevaylerSPL)) /\ (!Monitor \/ PrevaylerSPL)) /\ (!Snapshot \/ PrevaylerSPL)) /\ SPL)
12.0	virtual call sites (statically)	652	@ ((((((((!SPL \/ PrevaylerSPL) /\ (!PrevaylerSPL \/ SPL)) /\ (!Replication \/ PrevaylerSPL)) /\ (!GZip \/ PrevaylerSPL)) /\ (!Censor \/ PrevaylerSPL)) /\ (!Monitor \/ PrevaylerSPL)) /\ (!Snapshot \/ PrevaylerSPL)) /\ SPL)
13.0	reachable virtual call sites	589	@ ((((((((!SPL \/ PrevaylerSPL) /\ (!PrevaylerSPL \/ SPL)) /\ (!Replication \/ PrevaylerSPL)) /\ (!GZip \/ PrevaylerSPL)) /\ (!Censor \/ PrevaylerSPL)) /\ (!Monitor \/ PrevaylerSPL)) /\ (!Snapshot \/ PrevaylerSPL)) /\ SPL)
14.0	polymorphic virtual call sites	30	@ ((((((((!SPL \/ PrevaylerSPL) /\ (!PrevaylerSPL \/ SPL)) /\ (!Replication \/ PrevaylerSPL)) /\ (!GZip \/ PrevaylerSPL)) /\ (!Censor \/ PrevaylerSPL)) /\ (!Monitor \/ PrevaylerSPL)) /\ (!Snapshot \/ PrevaylerSPL)) /\ SPL)
15.0	null virtual call sites	41	@ ((((((((!SPL \/ PrevaylerSPL) /\ (!PrevaylerSPL \/ SPL)) /\ (!Replication \/ PrevaylerSPL)) /\ (!GZip \/ PrevaylerSPL)) /\ (!Censor \/ PrevaylerSPL)) /\ (!Monitor \/ PrevaylerSPL)) /\ (!Snapshot \/ PrevaylerSPL)) /\ SPL)
15.5	empty virtual call sites	152	@ ((((((((!SPL \/ PrevaylerSPL) /\ (!PrevaylerSPL \/ SPL)) /\ (!Replication \/ PrevaylerSPL)) /\ (!GZip \/ PrevaylerSPL)) /\ (!Censor \/ PrevaylerSPL)) /\ (!Monitor \/ PrevaylerSPL)) /\ (!Snapshot \/ PrevaylerSPL)) /\ SPL)
16.0	app virtual call sites (statically)	652	@ ((((((((!SPL \/ PrevaylerSPL) /\ (!PrevaylerSPL \/ SPL)) /\ (!Replication \/ PrevaylerSPL)) /\ (!GZip \/ PrevaylerSPL)) /\ (!Censor \/ PrevaylerSPL)) /\ (!Monitor \/ PrevaylerSPL)) /\ (!Snapshot \/ PrevaylerSPL)) /\ SPL)
17.0	app reachable virtual call sites	589	@ ((((((((!SPL \/ PrevaylerSPL) /\ (!PrevaylerSPL \/ SPL)) /\ (!Replication \/ PrevaylerSPL)) /\ (!GZip \/ PrevaylerSPL)) /\ (!Censor \/ PrevaylerSPL)) /\ (!Monitor \/ PrevaylerSPL)) /\ (!Snapshot \/ PrevaylerSPL)) /\ SPL)
18.0	app polymorphic virtual call sites	30	@ ((((((((!SPL \/ PrevaylerSPL) /\ (!PrevaylerSPL \/ SPL)) /\ (!Replication \/ PrevaylerSPL)) /\ (!GZip \/ PrevaylerSPL)) /\ (!Censor \/ PrevaylerSPL)) /\ (!Monitor \/ PrevaylerSPL)) /\ (!Snapshot \/ PrevaylerSPL)) /\ SPL)
19.0	app null virtual call sites	41	@ ((((((((!SPL \/ PrevaylerSPL) /\ (!PrevaylerSPL \/ SPL)) /\ (!Replication \/ PrevaylerSPL)) /\ (!GZip \/ PrevaylerSPL)) /\ (!Censor \/ PrevaylerSPL)) /\ (!Monitor \/ PrevaylerSPL)) /\ (!Snapshot \/ PrevaylerSPL)) /\ SPL)
19.5	app empty virtual call sites	152	@ ((((((((!SPL \/ PrevaylerSPL) /\ (!PrevaylerSPL \/ SPL)) /\ (!Replication \/ PrevaylerSPL)) /\ (!GZip \/ PrevaylerSPL)) /\ (!Censor \/ PrevaylerSPL)) /\ (!Monitor \/ PrevaylerSPL)) /\ (!Snapshot \/ PrevaylerSPL)) /\ SPL)
20.0	casts (statically)	105	@ ((((((((!SPL \/ PrevaylerSPL) /\ (!PrevaylerSPL \/ SPL)) /\ (!Replication \/ PrevaylerSPL)) /\ (!GZip \/ PrevaylerSPL)) /\ (!Censor \/ PrevaylerSPL)) /\ (!Monitor \/ PrevaylerSPL)) /\ (!Snapshot \/ PrevaylerSPL)) /\ SPL)
21.0	reachable casts	32	@ ((((((((!SPL \/ PrevaylerSPL) /\ (!PrevaylerSPL \/ SPL)) /\ (!Replication \/ PrevaylerSPL)) /\ (!GZip \/ PrevaylerSPL)) /\ (!Censor \/ PrevaylerSPL)) /\ (!Monitor \/ PrevaylerSPL)) /\ (!Snapshot \/ PrevaylerSPL)) /\ SPL)
22.0	reachable casts that may fail	31	@ ((((((((!SPL \/ PrevaylerSPL) /\ (!PrevaylerSPL \/ SPL)) /\ (!Replication \/ PrevaylerSPL)) /\ (!GZip \/ PrevaylerSPL)) /\ (!Censor \/ PrevaylerSPL)) /\ (!Monitor \/ PrevaylerSPL)) /\ (!Snapshot \/ PrevaylerSPL)) /\ SPL)
23.0	app casts (statically)	105	@ ((((((((!SPL \/ PrevaylerSPL) /\ (!PrevaylerSPL \/ SPL)) /\ (!Replication \/ PrevaylerSPL)) /\ (!GZip \/ PrevaylerSPL)) /\ (!Censor \/ PrevaylerSPL)) /\ (!Monitor \/ PrevaylerSPL)) /\ (!Snapshot \/ PrevaylerSPL)) /\ SPL)
24.0	app reachable casts	32	@ ((((((((!SPL \/ PrevaylerSPL) /\ (!PrevaylerSPL \/ SPL)) /\ (!Replication \/ PrevaylerSPL)) /\ (!GZip \/ PrevaylerSPL)) /\ (!Censor \/ PrevaylerSPL)) /\ (!Monitor \/ PrevaylerSPL)) /\ (!Snapshot \/ PrevaylerSPL)) /\ SPL)
25.0	app reachable casts that may fail	31	@ ((((((((!SPL \/ PrevaylerSPL) /\ (!PrevaylerSPL \/ SPL)) /\ (!Replication \/ PrevaylerSPL)) /\ (!GZip \/ PrevaylerSPL)) /\ (!Censor \/ PrevaylerSPL)) /\ (!Monitor \/ PrevaylerSPL)) /\ (!Snapshot \/ PrevaylerSPL)) /\ SPL)
25.5	app reachable methods	682	@ ((((((((!SPL \/ PrevaylerSPL) /\ (!PrevaylerSPL \/ SPL)) /\ (!Replication \/ PrevaylerSPL)) /\ (!GZip \/ PrevaylerSPL)) /\ (!Censor \/ PrevaylerSPL)) /\ (!Monitor \/ PrevaylerSPL)) /\ (!Snapshot \/ PrevaylerSPL)) /\ SPL)
60.0	Entry Points	399	@ ((((((((!SPL \/ PrevaylerSPL) /\ (!PrevaylerSPL \/ SPL)) /\ (!Replication \/ PrevaylerSPL)) /\ (!GZip \/ PrevaylerSPL)) /\ (!Censor \/ PrevaylerSPL)) /\ (!Monitor \/ PrevaylerSPL)) /\ (!Snapshot \/ PrevaylerSPL)) /\ SPL)
61.0	Mock Objects	117	@ ((((((((!SPL \/ PrevaylerSPL) /\ (!PrevaylerSPL \/ SPL)) /\ (!Replication \/ PrevaylerSPL)) /\ (!GZip \/ PrevaylerSPL)) /\ (!Censor \/ PrevaylerSPL)) /\ (!Monitor \/ PrevaylerSPL)) /\ (!Snapshot \/ PrevaylerSPL)) /\ SPL)
61.1	Mock Objects for Receivers	110	@ ((((((((!SPL \/ PrevaylerSPL) /\ (!PrevaylerSPL \/ SPL)) /\ (!Replication \/ PrevaylerSPL)) /\ (!GZip \/ PrevaylerSPL)) /\ (!Censor \/ PrevaylerSPL)) /\ (!Monitor \/ PrevaylerSPL)) /\ (!Snapshot \/ PrevaylerSPL)) /\ SPL)
61.2	Mock Objects for Fields	0	@ ((((((((!SPL \/ PrevaylerSPL) /\ (!PrevaylerSPL \/ SPL)) /\ (!Replication \/ PrevaylerSPL)) /\ (!GZip \/ PrevaylerSPL)) /\ (!Censor \/ PrevaylerSPL)) /\ (!Monitor \/ PrevaylerSPL)) /\ (!Snapshot \/ PrevaylerSPL)) /\ SPL)
61.3	Mock Objects for Arrays	1	@ ((((((((!SPL \/ PrevaylerSPL) /\ (!PrevaylerSPL \/ SPL)) /\ (!Replication \/ PrevaylerSPL)) /\ (!GZip \/ PrevaylerSPL)) /\ (!Censor \/ PrevaylerSPL)) /\ (!Monitor \/ PrevaylerSPL)) /\ (!Snapshot \/ PrevaylerSPL)) /\ SPL)
61.4	Mock Objects for Formals	42	@ ((((((((!SPL \/ PrevaylerSPL) /\ (!PrevaylerSPL \/ SPL)) /\ (!Replication \/ PrevaylerSPL)) /\ (!GZip \/ PrevaylerSPL)) /\ (!Censor \/ PrevaylerSPL)) /\ (!Monitor \/ PrevaylerSPL)) /\ (!Snapshot \/ PrevaylerSPL)) /\ SPL)
